Freddy vs. Jason|movie,2.66366198382
Sahara|movie,2.66107963036
Beerfest|movie,2.66079940296
The Twilight Saga: Breaking Dawn Part 1|movie,2.65616839729
Sky High|movie,2.65562594578
Smokey and the Bandit|movie,2.65059154311
Gridiron Gang|movie,2.64999338531
Deep Blue Sea|movie,2.64492263221
You Don't Mess With the Zohan|movie,2.64397232347
The Break-Up|movie,2.64040723311
Bring It On|movie,2.63715493905
The Craft|movie,2.63373058219
Overboard|movie,2.62623304372
Dinner for Schmucks|movie,2.62584775048
Love & Basketball|movie,2.62578474857
Road House|movie,2.61576487052
Romeo Must Die|movie,2.61544932664
A Cinderella Story|movie,2.61232761054
Walking Tall|movie,2.61069387532
The Watch|movie,2.60956086825
Identity Thief|movie,2.60581078903
How High|movie,2.60546023145
Practical Magic|movie,2.59648072022
The Legend of Zorro|movie,2.59417863711
Executive Decision|movie,2.59076975907
White Christmas|movie,2.59048239966
Batman Forever|movie,2.59018051545
A Night at the Roxbury|movie,2.59013325128
Red Dawn|movie,2.5859075916
The Day the Earth Stood Still|movie,2.58064929849
Cheaper by the Dozen|movie,2.57879513373
Takers|movie,2.57713202502
Heartbreak Ridge|movie,2.57703955666
21 and Over|movie,2.57477085367
Dude\, Where's My Car?|movie,2.57465032214
B.A.P.S|movie,2.57437182945
Eat Pray Love|movie,2.57097933652
The Twilight Saga: Breaking Dawn Part 2|movie,2.57061938688
The Heartbreak Kid|movie,2.56558260592
Little Fockers|movie,2.55978532968
John Tucker Must Die|movie,2.558602124
Coyote Ugly|movie,2.55843563191
The Bounty Hunter|movie,2.55657839434
Nacho Libre|movie,2.55568335673
She's All That|movie,2.55051184567
The Game Plan|movie,2.54921803859
Semi-Pro|movie,2.54901145402
The Nutty Professor|movie,2.54240223251
Into the Blue|movie,2.54224597042
The Scorpion King|movie,2.54208851706
Look Who's Talking|movie,2.53619648244
Planet 51|movie,2.53539673347
Tin Cup|movie,2.53486500859
Confessions of a Shopaholic|movie,2.53277081837
The Little Rascals|movie,2.53243039078
Anger Management|movie,2.53167172393
Beastly|movie,2.52858311609
That's My Boy|movie,2.5264346201
Lara Croft Tomb Raider: The Cradle of Life|movie,2.52533196583
Poseidon|movie,2.52398186832
Ghosts of Girlfriends Past|movie,2.52199266631
Cop Out|movie,2.52005805813
Notorious|movie,2.5149801209
Bride Wars|movie,2.51368872599
Good Luck Chuck|movie,2.51324106849
Evan Almighty|movie,2.50950476157
National Lampoon's European Vacation|movie,2.50692372834
Extract|movie,2.50674616515
Limitless|movie,2.50450935867
Couples Retreat|movie,2.50337189203
Something Borrowed|movie,2.50294275529
Lakeview Terrace|movie,2.5027161872
The Secret Life of Bees|movie,2.5017452525
The Karate Kid Part II|movie,2.50142117136
Made of Honor|movie,2.50038648661
A Man Apart|movie,2.4909554467
Resident Evil: Retribution|movie,2.49095051563
Drive Angry|movie,2.49079305558
You\, Me and Dupree|movie,2.48689100108
The Wedding Date|movie,2.48604288258
Scary Movie 4|movie,2.48428057039
Rock Star|movie,2.48236459872
What to Expect When You're Expecting|movie,2.48043194208
White Chicks|movie,2.47867904214
Joe Dirt|movie,2.47151249535
The Mummy: Tomb of the Dragon Emperor|movie,2.46764383201
The House Bunny|movie,2.46743976339
Sleeping With the Enemy|movie,2.46649416828
The Hot Chick|movie,2.46498522571
What a Girl Wants|movie,2.4627472612
La Bamba|movie,2.44961866569
Failure to Launch|movie,2.44856701423
Fool's Gold|movie,2.44709744353
Cirque du Freak: The Vampire's Assistant|movie,2.44691687072
The Princess Diaries 2: Royal Engagement|movie,2.44521484635
The Pacifier|movie,2.44437226539
The Core|movie,2.44192584487
You Again|movie,2.44149043377
The Happening|movie,2.43242405302
Scary Movie 2|movie,2.42912961072
Without a Paddle|movie,2.42863504126
Paul Blart: Mall Cop|movie,2.42745055033
Killers|movie,2.42548336604
Little Nicky|movie,2.42129918618
The First Wives Club|movie,2.41851903766
Baby Mama|movie,2.41275331232
Jingle All the Way|movie,2.4109772998
Race to Witch Mountain|movie,2.40796178815
When in Rome|movie,2.40459980991
Four Christmases|movie,2.3979189907
Guess Who|movie,2.39258562357
Uptown Girls|movie,2.3923782379
Conan the Barbarian|movie,2.39031348971
Lean on Me|movie,2.39013634173
Juice|movie,2.38515445831
Daddy Day Care|movie,2.3850618875
Stick It|movie,2.3827636403
Vegas Vacation|movie,2.38151994047
The Twilight Saga: Eclipse|movie,2.37600693597
Black Sheep|movie,2.37457006728
Legion|movie,2.37204491475
RV|movie,2.36224128957
The Benchwarmers|movie,2.35633263473
Fools Rush In|movie,2.35404765034
Cadillac Records|movie,2.35089154243
Barbershop|movie,2.34825736391
The Ringer|movie,2.34779694508
The Dukes of Hazzard|movie,2.34281074427
Undercover Brother|movie,2.33641158619
Next Friday|movie,2.33562271562
Alvin and the Chipmunks|movie,2.33356546816
The Parent Trap|movie,2.33268388483
Last Holiday|movie,2.33174485215
Friday After Next|movie,2.33126015681
Rumor Has It ...|movie,2.32949758034
National Security|movie,2.32723173831
Land of the Lost|movie,2.32398016934
The Wedding Planner|movie,2.32060953204
Bewitched|movie,2.31980977858
Employee of the Month|movie,2.31519701062
Zookeeper|movie,2.3123641505
Monster-in-Law|movie,2.31148219267
Major Payne|movie,2.30773824708
Because I Said So|movie,2.305877316
Money Train|movie,2.29796648032
Drumline|movie,2.2971832869
The Dilemma|movie,2.29316582374
Fireproof|movie,2.28944864678
Fred Claus|movie,2.28815527277
Queen of the Damned|movie,2.28522604864
Maid in Manhattan|movie,2.28313238443
Wild Wild West|movie,2.28176711015
A Haunted House|movie,2.28157182001
Enough|movie,2.27990463977
The Santa Clause 2|movie,2.27842280126
Big Momma's House|movie,2.26971972693
The Back-up Plan|movie,2.26801452348
Year One|movie,2.26378366638
Jackass 3.5|movie,2.26211569509
Bringing Down the House|movie,2.26012665486
Blue Crush|movie,2.25827715636
Coneheads|movie,2.25029529923
The Twilight Saga: New Moon|movie,2.2473268596
Balls of Fury|movie,2.24339949409
Jack Frost|movie,2.24126759649
Sister Act 2: Back in the Habit|movie,2.2397734736
Escape From Planet Earth|movie,2.2385435262
The Last Airbender|movie,2.23364243371
Hope Floats|movie,2.22808231158
Honey|movie,2.22046315228
Miss Congeniality 2: Armed and Fabulous|movie,2.21879213112
Stealth|movie,2.20757378633
Another Cinderella Story|movie,2.20639458203
Stomp the Yard|movie,2.18243103555
Get Rich or Die Tryin'|movie,2.15723427032
Anaconda|movie,2.14102585285
Harlem Nights|movie,2.13892071117
Scooby-Doo 2: Monsters Unleashed|movie,2.11771935961
Eve's Bayou|movie,2.11756641299
The Karate Kid Part III|movie,2.11722694808
The Best Man|movie,2.10647236998
Bring It On: All or Nothing|movie,2.10154136181
All About Steve|movie,2.09374316127
Legally Blonde 2: Red\, White & Blonde|movie,2.08156827445
Obsessed|movie,2.08030735247
Tooth Fairy|movie,2.0779870777
I Think I Love My Wife|movie,2.07652599118
Why Did I Get Married?|movie,2.0742997145
Fantastic Four|movie,2.06369617756
House Party|movie,2.06366252472
Mean Girls 2|movie,2.05384814849
Black Knight|movie,2.0532792531
ATL|movie,2.05234747975
Did You Hear About the Morgans?|movie,2.05180740627
Ghost Rider: Spirit of Vengeance|movie,2.0499172167
Beauty Shop|movie,2.04525391942
Broken Arrow|movie,2.03966089372
Malibu's Most Wanted|movie,2.03784651432
Diary of a Mad Black Woman|movie,2.03715774716
Just Wright|movie,2.03577657731
Big Momma's House 2|movie,2.03285310171
Poetic Justice|movie,2.0323884521
Jumping the Broom|movie,2.02387603706
All About the Benjamins|movie,2.02085938725
Waist Deep|movie,2.01436428454
Alvin and the Chipmunks: The Squeakquel|movie,2.00488759649
XXX: State of the Union|movie,2.00219219549
Barbershop 2: Back in Business|movie,2.00137033436
Welcome Home Roscoe Jenkins|movie,1.99686968896
Madea's Family Reunion|movie,1.99253386713
Waiting to Exhale|movie,1.97868729639
For Colored Girls|movie,1.97827989409
The Santa Clause 3: The Escape Clause|movie,1.97496653314
Flowers in the Attic|movie,1.96486785852
Are We There Yet?|movie,1.96360277654
Teen Beach Movie|movie,1.95619865342
Lottery Ticket|movie,1.95334450353
Being Mary Jane|movie,1.94632339957
The Five Heartbeats|movie,1.94316205683
Love Don't Cost a Thing|movie,1.94173460843
Norbit|movie,1.93422341054
Daddy's Little Girls|movie,1.93415659683
Mickey's Once Upon a Christmas|movie,1.93069069554
Deliver Us From Eva|movie,1.92375851667
Minority Report|movie,1.92239489718
Soul Plane|movie,1.91936451993
Tyler Perry's Good Deeds|movie,1.91183539942
Life|movie,1.90071082174
Grease 2|movie,1.89486572046
Class Act|movie,1.89323747923
Tyler Perry's Madea's Witness Protection|movie,1.88066967197
A Thin Line Between Love and Hate|movie,1.8621613749
Batman & Robin|movie,1.85796171879
Meet the Browns|movie,1.84130811169
Tyler Perry's Why Did I Get Married Too?|movie,1.83273862839
The Professional|movie,1.82644796013
Tyler Perry's Madea Goes to Jail|movie,1.8246423678
Are We Done Yet?|movie,1.82440041583
Luv|movie,1.81095558861
Tyler Perry's I Can Do Bad All By Myself|movie,1.81081803804
Johnson Family Vacation|movie,1.81081311092
The Gabby Douglas Story|movie,1.80406410212
35 & Ticking|movie,1.79152455481
You Got Served|movie,1.76049801913
I Now Pronounce You Chuck and Larry|movie,1.75855869761
Son-in-Law|movie,1.7525996673
Catwoman|movie,1.68245038982
